"movieid","title","released_year","title_released_year","genres"
98203,"The Twilight Saga: Breaking Dawn - Part 2",2012,"The Twilight Saga: Breaking Dawn - Part 2 (2012)","Fantasy"
98203,"The Twilight Saga: Breaking Dawn - Part 2",2012,"The Twilight Saga: Breaking Dawn - Part 2 (2012)","IMAX"
98203,"The Twilight Saga: Breaking Dawn - Part 2",2012,"The Twilight Saga: Breaking Dawn - Part 2 (2012)","Romance"
78772,"The Twilight Saga: Eclipse",2010,"The Twilight Saga: Eclipse (2010)","Fantasy"
78772,"The Twilight Saga: Eclipse",2010,"The Twilight Saga: Eclipse (2010)","IMAX"
78772,"The Twilight Saga: Eclipse",2010,"The Twilight Saga: Eclipse (2010)","Romance"
78772,"The Twilight Saga: Eclipse",2010,"The Twilight Saga: Eclipse (2010)","Thriller"
72407,"The Twilight Saga: New Moon",2009,"The Twilight Saga: New Moon (2009)","Drama"
72407,"The Twilight Saga: New Moon",2009,"The Twilight Saga: New Moon (2009)","Fantasy"
72407,"The Twilight Saga: New Moon",2009,"The Twilight Saga: New Moon (2009)","Horror"
72407,"The Twilight Saga: New Moon",2009,"The Twilight Saga: New Moon (2009)","Romance"
72407,"The Twilight Saga: New Moon",2009,"The Twilight Saga: New Moon (2009)","Thriller"
27741,"The Twilight Samurai (Tasogare Seibei)",2002,"The Twilight Samurai (Tasogare Seibei) (2002)","Drama"
27741,"The Twilight Samurai (Tasogare Seibei)",2002,"The Twilight Samurai (Tasogare Seibei) (2002)","Romance"
79677,"The Two Escobars",2010,"The Two Escobars (2010)","Crime"
79677,"The Two Escobars",2010,"The Two Escobars (2010)","Documentary"
3141,"The Two Jakes",1990,"The Two Jakes (1990)","Drama"
1891,"The Ugly",1997,"The Ugly (1997)","Horror"
1891,"The Ugly",1997,"The Ugly (1997)","Thriller"
50999,"The Ugly Duckling and Me!",2006,"The Ugly Duckling and Me! (2006)","Animation"
50999,"The Ugly Duckling and Me!",2006,"The Ugly Duckling and Me! (2006)","Comedy"
70183,"The Ugly Truth",2009,"The Ugly Truth (2009)","Comedy"
70183,"The Ugly Truth",2009,"The Ugly Truth (2009)","Drama"
70183,"The Ugly Truth",2009,"The Ugly Truth (2009)","Romance"
199,"The Umbrellas of Cherbourg (Parapluies de Cherbourg, Les)",1964,"The Umbrellas of Cherbourg (Parapluies de Cherbourg, Les) (1964)","Drama"
199,"The Umbrellas of Cherbourg (Parapluies de Cherbourg, Les)",1964,"The Umbrellas of Cherbourg (Parapluies de Cherbourg, Les) (1964)","Musical"
199,"The Umbrellas of Cherbourg (Parapluies de Cherbourg, Les)",1964,"The Umbrellas of Cherbourg (Parapluies de Cherbourg, Les) (1964)","Romance"
141646,"The Unauthorized Saved by the Bell Story",2014,"The Unauthorized Saved by the Bell Story (2014)","Comedy"
141646,"The Unauthorized Saved by the Bell Story",2014,"The Unauthorized Saved by the Bell Story (2014)","Drama"
1295,"The Unbearable Lightness of Being",1988,"The Unbearable Lightness of Being (1988)","Drama"
6461,"The Unforgiven",1960,"The Unforgiven (1960)","Drama"
6461,"The Unforgiven",1960,"The Unforgiven (1960)","Western"
101072,"The Unintentional Kidnapping of Mrs. Elfriede Ott (Die Unabsichtliche Entführung der Frau Elfriede Ott)",2010,"The Unintentional Kidnapping of Mrs. Elfriede Ott (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)","Comedy"
65882,"The Uninvited",2009,"The Uninvited (2009)","Drama"
65882,"The Uninvited",2009,"The Uninvited (2009)","Horror"
65882,"The Uninvited",2009,"The Uninvited (2009)","Mystery"
65882,"The Uninvited",2009,"The Uninvited (2009)","Thriller"
77233,"The Union: The Business Behind Getting High",2007,"The Union: The Business Behind Getting High (2007)","Comedy"
77233,"The Union: The Business Behind Getting High",2007,"The Union: The Business Behind Getting High (2007)","Documentary"
7377,"The United States of Leland",2003,"The United States of Leland (2003)","Crime"
7377,"The United States of Leland",2003,"The United States of Leland (2003)","Drama"
110387,"The Unknown Known",2013,"The Unknown Known (2013)","Documentary"
3963,"The Unsinkable Molly Brown",1964,"The Unsinkable Molly Brown (1964)","Musical"
2194,"The Untouchables",1987,"The Untouchables (1987)","Action"
2194,"The Untouchables",1987,"The Untouchables (1987)","Crime"
2194,"The Untouchables",1987,"The Untouchables (1987)","Drama"
6918,"The Unvanquished (Aparajito)",1957,"The Unvanquished (Aparajito) (1957)","Drama"
30898,"The Upside of Anger",2005,"The Upside of Anger (2005)","Comedy"
30898,"The Upside of Anger",2005,"The Upside of Anger (2005)","Drama"
30898,"The Upside of Anger",2005,"The Upside of Anger (2005)","Romance"
50,"The Usual Suspects",1995,"The Usual Suspects (1995)","Crime"
50,"The Usual Suspects",1995,"The Usual Suspects (1995)","Mystery"
50,"The Usual Suspects",1995,"The Usual Suspects (1995)","Thriller"
48741,"The U.S. vs. John Lennon",2006,"The U.S. vs. John Lennon (2006)","Documentary"
53578,"The Valet (La doublure)",2006,"The Valet (La doublure) (2006)","Comedy"
4808,"The Vanishing",1993,"The Vanishing (1993)","Mystery"
4808,"The Vanishing",1993,"The Vanishing (1993)","Thriller"
4546,"The Vanishing (Spoorloos)",1988,"The Vanishing (Spoorloos) (1988)","Drama"
4546,"The Vanishing (Spoorloos)",1988,"The Vanishing (Spoorloos) (1988)","Thriller"
3068,"The Verdict",1982,"The Verdict (1982)","Drama"
3068,"The Verdict",1982,"The Verdict (1982)","Mystery"
8783,"The Village",2004,"The Village (2004)","Drama"
8783,"The Village",2004,"The Village (2004)","Mystery"
8783,"The Village",2004,"The Village (2004)","Thriller"
7820,"The Virgin Spring (Jungfrukällan)",1960,"The Virgin Spring (Jungfrukällan) (1960)","Crime"
7820,"The Virgin Spring (Jungfrukällan)",1960,"The Virgin Spring (Jungfrukällan) (1960)","Drama"
3556,"The Virgin Suicides",1999,"The Virgin Suicides (1999)","Drama"
3556,"The Virgin Suicides",1999,"The Virgin Suicides (1999)","Romance"
4260,"The Visit",2000,"The Visit (2000)","Drama"
140523,"The Visit",2015,"The Visit (2015)","Comedy"
140523,"The Visit",2015,"The Visit (2015)","Horror"
59018,"The Visitor",2007,"The Visitor (2007)","Drama"
59018,"The Visitor",2007,"The Visitor (2007)","Romance"
718,"The Visitors (Visiteurs, Les)",1993,"The Visitors (Visiteurs, Les) (1993)","Comedy"
718,"The Visitors (Visiteurs, Les)",1993,"The Visitors (Visiteurs, Les) (1993)","Fantasy"
718,"The Visitors (Visiteurs, Les)",1993,"The Visitors (Visiteurs, Les) (1993)","Sci-Fi"
118082,"The Voices",2014,"The Voices (2014)","Comedy"
118082,"The Voices",2014,"The Voices (2014)","Crime"
118082,"The Voices",2014,"The Voices (2014)","Thriller"
169670,"The Void",2016,"The Void (2016)","Horror"
92509,"The Vow",2012,"The Vow (2012)","Drama"
92509,"The Vow",2012,"The Vow (2012)","Romance"
60293,"The Wackness",2008,"The Wackness (2008)","Comedy"
60293,"The Wackness",2008,"The Wackness (2008)","Drama"
60293,"The Wackness",2008,"The Wackness (2008)","Romance"
7700,"The Wages of Fear (Salaire de la peur, Le)",1953,"The Wages of Fear (Salaire de la peur, Le) (1953)","Action"
7700,"The Wages of Fear (Salaire de la peur, Le)",1953,"The Wages of Fear (Salaire de la peur, Le) (1953)","Adventure"
7700,"The Wages of Fear (Salaire de la peur, Le)",1953,"The Wages of Fear (Salaire de la peur, Le) (1953)","Drama"
7700,"The Wages of Fear (Salaire de la peur, Le)",1953,"The Wages of Fear (Salaire de la peur, Le) (1953)","Thriller"
159061,"The Wailing",2016,"The Wailing (2016)","Mystery"
159061,"The Wailing",2016,"The Wailing (2016)","Thriller"
152270,"The Wait",2015,"The Wait (2015)","Drama"
138208,"The Walk",2015,"The Walk (2015)","Adventure"
138208,"The Walk",2015,"The Walk (2015)","Drama"
138208,"The Walk",2015,"The Walk (2015)","Thriller"
61011,"The Walker",2007,"The Walker (2007)","Drama"
61011,"The Walker",2007,"The Walker (2007)","Mystery"
336,"The Walking Dead",1995,"The Walking Dead (1995)","Drama"
336,"The Walking Dead",1995,"The Walking Dead (1995)","War"
340,"The War",1994,"The War (1994)","Adventure"
340,"The War",1994,"The War (1994)","Drama"
340,"The War",1994,"The War (1994)","War"
4681,"The War of the Roses",1989,"The War of the Roses (1989)","Comedy"
4681,"The War of the Roses",1989,"The War of the Roses (1989)","Drama"
2662,"The War of the Worlds",1953,"The War of the Worlds (1953)","Action"
2662,"The War of the Worlds",1953,"The War of the Worlds (1953)","Drama"
2662,"The War of the Worlds",1953,"The War of the Worlds (1953)","Sci-Fi"
7802,"The Warriors",1979,"The Warriors (1979)","Action"
7802,"The Warriors",1979,"The Warriors (1979)","Adventure"
7802,"The Warriors",1979,"The Warriors (1979)","Crime"
7802,"The Warriors",1979,"The Warriors (1979)","Thriller"
83374,"The Warrior's Way",2010,"The Warrior's Way (2010)","Action"
83374,"The Warrior's Way",2010,"The Warrior's Way (2010)","Fantasy"
83374,"The Warrior's Way",2010,"The Warrior's Way (2010)","Western"
556,"The War Room",1993,"The War Room (1993)","Documentary"
3150,"The War Zone",1999,"The War Zone (1999)","Drama"
3150,"The War Zone",1999,"The War Zone (1999)","Thriller"
8137,"The Wasp Woman",1959,"The Wasp Woman (1959)","Horror"
8137,"The Wasp Woman",1959,"The Wasp Woman (1959)","Sci-Fi"
95720,"The Watch",2012,"The Watch (2012)","Comedy"
95720,"The Watch",2012,"The Watch (2012)","Sci-Fi"
3895,"The Watcher",2000,"The Watcher (2000)","Crime"
3895,"The Watcher",2000,"The Watcher (2000)","Thriller"
5311,"The Watcher in the Woods",1980,"The Watcher in the Woods (1980)","Children"
5311,"The Watcher in the Woods",1980,"The Watcher in the Woods (1980)","Horror"
5311,"The Watcher in the Woods",1980,"The Watcher in the Woods (1980)","Mystery"
5311,"The Watcher in the Woods",1980,"The Watcher in the Woods (1980)","Thriller"
2335,"The Waterboy",1998,"The Waterboy (1998)","Comedy"
5023,"The Waterdance",1992,"The Waterdance (1992)","Drama"
56915,"The Water Horse: Legend of the Deep",2007,"The Water Horse: Legend of the Deep (2007)","Adventure"
56915,"The Water Horse: Legend of the Deep",2007,"The Water Horse: Legend of the Deep (2007)","Children"
56915,"The Water Horse: Legend of the Deep",2007,"The Water Horse: Legend of the Deep (2007)","Fantasy"
62644,"The Wave (Welle, Die)",2008,"The Wave (Welle, Die) (2008)","Drama"
87194,"The Way",2010,"The Way (2010)","Adventure"
87194,"The Way",2010,"The Way (2010)","Comedy"
87194,"The Way",2010,"The Way (2010)","Drama"
83369,"The Way Back",2010,"The Way Back (2010)","Drama"
4444,"The Way of the Dragon (a.k.a. Return of the Dragon) (Meng long guo jiang)",1972,"The Way of the Dragon (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)","Action"
4444,"The Way of the Dragon (a.k.a. Return of the Dragon) (Meng long guo jiang)",1972,"The Way of the Dragon (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)","Crime"
3896,"The Way of the Gun",2000,"The Way of the Gun (2000)","Crime"
3896,"The Way of the Gun",2000,"The Way of the Gun (2000)","Thriller"
91860,"The Way South (De weg naar het zuiden)",1981,"The Way South (De weg naar het zuiden) (1981)","Documentary"
102993,"The Way, Way Back",2013,"The Way, Way Back (2013)","Comedy"
102993,"The Way, Way Back",2013,"The Way, Way Back (2013)","Drama"
3194,"The Way We Were",1973,"The Way We Were (1973)","Drama"
3194,"The Way We Were",1973,"The Way We Were (1973)","Romance"
39444,"The Weather Man",2005,"The Weather Man (2005)","Comedy"
39444,"The Weather Man",2005,"The Weather Man (2005)","Drama"
8011,"The Weather Underground",2002,"The Weather Underground (2002)","Documentary"
7023,"The Wedding Banquet (Xi yan)",1993,"The Wedding Banquet (Xi yan) (1993)","Comedy"
7023,"The Wedding Banquet (Xi yan)",1993,"The Wedding Banquet (Xi yan) (1993)","Drama"
7023,"The Wedding Banquet (Xi yan)",1993,"The Wedding Banquet (Xi yan) (1993)","Romance"
31433,"The Wedding Date",2005,"The Wedding Date (2005)","Comedy"
31433,"The Wedding Date",2005,"The Wedding Date (2005)","Romance"
4069,"The Wedding Planner",2001,"The Wedding Planner (2001)","Comedy"
4069,"The Wedding Planner",2001,"The Wedding Planner (2001)","Romance"
128520,"The Wedding Ringer",2015,"The Wedding Ringer (2015)","Comedy"
1777,"The Wedding Singer",1998,"The Wedding Singer (1998)","Comedy"
1777,"The Wedding Singer",1998,"The Wedding Singer (1998)","Romance"
92048,"The Whistleblower",2010,"The Whistleblower (2010)","Drama"
92048,"The Whistleblower",2010,"The Whistleblower (2010)","Thriller"
80,"The White Balloon (Badkonake sefid)",1995,"The White Balloon (Badkonake sefid) (1995)","Children"
80,"The White Balloon (Badkonake sefid)",1995,"The White Balloon (Badkonake sefid) (1995)","Drama"
71108,"The White Ribbon (Das weiße Band)",2009,"The White Ribbon (Das weiße Band) (2009)","Drama"
71108,"The White Ribbon (Das weiße Band)",2009,"The White Ribbon (Das weiße Band) (2009)","Mystery"
26236,"The White Sun of the Desert (Beloe solntse pustyni)",1970,"The White Sun of the Desert (Beloe solntse pustyni) (1970)","Action"
26236,"The White Sun of the Desert (Beloe solntse pustyni)",1970,"The White Sun of the Desert (Beloe solntse pustyni) (1970)","Adventure"
26236,"The White Sun of the Desert (Beloe solntse pustyni)",1970,"The White Sun of the Desert (Beloe solntse pustyni) (1970)","Comedy"
26236,"The White Sun of the Desert (Beloe solntse pustyni)",1970,"The White Sun of the Desert (Beloe solntse pustyni) (1970)","Drama"
26236,"The White Sun of the Desert (Beloe solntse pustyni)",1970,"The White Sun of the Desert (Beloe solntse pustyni) (1970)","Romance"
26236,"The White Sun of the Desert (Beloe solntse pustyni)",1970,"The White Sun of the Desert (Beloe solntse pustyni) (1970)","War"
3301,"The Whole Nine Yards",2000,"The Whole Nine Yards (2000)","Comedy"
3301,"The Whole Nine Yards",2000,"The Whole Nine Yards (2000)","Crime"
7381,"The Whole Ten Yards",2004,"The Whole Ten Yards (2004)","Action"
7381,"The Whole Ten Yards",2004,"The Whole Ten Yards (2004)","Comedy"
7381,"The Whole Ten Yards",2004,"The Whole Ten Yards (2004)","Crime"
1413,"The Whole Wide World",1996,"The Whole Wide World (1996)","Drama"
4754,"The Wicker Man",1973,"The Wicker Man (1973)","Drama"
4754,"The Wicker Man",1973,"The Wicker Man (1973)","Horror"
4754,"The Wicker Man",1973,"The Wicker Man (1973)","Mystery"
4754,"The Wicker Man",1973,"The Wicker Man (1973)","Thriller"
47810,"The Wicker Man",2006,"The Wicker Man (2006)","Horror"
47810,"The Wicker Man",2006,"The Wicker Man (2006)","Mystery"
47810,"The Wicker Man",2006,"The Wicker Man (2006)","Thriller"
4160,"The Widow of St. Pierre (Veuve de Saint-Pierre, La)",2000,"The Widow of St. Pierre (Veuve de Saint-Pierre, La) (2000)","Drama"
4160,"The Widow of St. Pierre (Veuve de Saint-Pierre, La)",2000,"The Widow of St. Pierre (Veuve de Saint-Pierre, La) (2000)","Romance"
45074,"The Wild",2006,"The Wild (2006)","Adventure"
45074,"The Wild",2006,"The Wild (2006)","Animation"
45074,"The Wild",2006,"The Wild (2006)","Children"
45074,"The Wild",2006,"The Wild (2006)","Comedy"
45074,"The Wild",2006,"The Wild (2006)","Fantasy"
599,"The Wild Bunch",1969,"The Wild Bunch (1969)","Adventure"
599,"The Wild Bunch",1969,"The Wild Bunch (1969)","Western"
25999,"The Wild One",1953,"The Wild One (1953)","Drama"
32582,"The Wild Parrots of Telegraph Hill",2003,"The Wild Parrots of Telegraph Hill (2003)","Documentary"
7205,"The Wind and the Lion",1975,"The Wind and the Lion (1975)","Adventure"
104283,"The Wind Rises (Kaze tachinu)",2013,"The Wind Rises (Kaze tachinu) (2013)","Animation"
104283,"The Wind Rises (Kaze tachinu)",2013,"The Wind Rises (Kaze tachinu) (2013)","Drama"
104283,"The Wind Rises (Kaze tachinu)",2013,"The Wind Rises (Kaze tachinu) (2013)","Romance"
47894,"The Wind That Shakes the Barley",2006,"The Wind That Shakes the Barley (2006)","Drama"
47894,"The Wind That Shakes the Barley",2006,"The Wind That Shakes the Barley (2006)","War"
27255,"The Wind Will Carry Us (Bad ma ra khahad bord)",1999,"The Wind Will Carry Us (Bad ma ra khahad bord) (1999)","Drama"
1683,"The Wings of the Dove",1997,"The Wings of the Dove (1997)","Drama"
1683,"The Wings of the Dove",1997,"The Wings of the Dove (1997)","Romance"
2611,"The Winslow Boy",1999,"The Winslow Boy (1999)","Drama"
140267,"The Witch",2015,"The Witch (2015)","Horror"
7045,"The Witches",1990,"The Witches (1990)","Children"
7045,"The Witches",1990,"The Witches (1990)","Fantasy"
7046,"The Witches of Eastwick",1987,"The Witches of Eastwick (1987)","Comedy"
7046,"The Witches of Eastwick",1987,"The Witches of Eastwick (1987)","Fantasy"
7046,"The Witches of Eastwick",1987,"The Witches of Eastwick (1987)","Horror"
7046,"The Witches of Eastwick",1987,"The Witches of Eastwick (1987)","Thriller"
6316,"The Wiz",1978,"The Wiz (1978)","Adventure"
6316,"The Wiz",1978,"The Wiz (1978)","Children"
6316,"The Wiz",1978,"The Wiz (1978)","Comedy"
6316,"The Wiz",1978,"The Wiz (1978)","Fantasy"
6316,"The Wiz",1978,"The Wiz (1978)","Musical"
4683,"The Wizard",1989,"The Wizard (1989)","Adventure"
4683,"The Wizard",1989,"The Wizard (1989)","Children"
4683,"The Wizard",1989,"The Wizard (1989)","Comedy"
4683,"The Wizard",1989,"The Wizard (1989)","Drama"
919,"The Wizard of Oz",1939,"The Wizard of Oz (1939)","Adventure"
919,"The Wizard of Oz",1939,"The Wizard of Oz (1939)","Children"
919,"The Wizard of Oz",1939,"The Wizard of Oz (1939)","Fantasy"
919,"The Wizard of Oz",1939,"The Wizard of Oz (1939)","Musical"
74452,"The Wolfman",2010,"The Wolfman (2010)","Horror"
74452,"The Wolfman",2010,"The Wolfman (2010)","Thriller"
2654,"The Wolf Man",1941,"The Wolf Man (1941)","Drama"
2654,"The Wolf Man",1941,"The Wolf Man (1941)","Fantasy"
2654,"The Wolf Man",1941,"The Wolf Man (1941)","Horror"
106782,"The Wolf of Wall Street",2013,"The Wolf of Wall Street (2013)","Comedy"
106782,"The Wolf of Wall Street",2013,"The Wolf of Wall Street (2013)","Crime"
106782,"The Wolf of Wall Street",2013,"The Wolf of Wall Street (2013)","Drama"
134859,"The Wolfpack",2015,"The Wolfpack (2015)","Documentary"
103772,"The Wolverine",2013,"The Wolverine (2013)","Action"
103772,"The Wolverine",2013,"The Wolverine (2013)","Adventure"
103772,"The Wolverine",2013,"The Wolverine (2013)","Fantasy"
103772,"The Wolverine",2013,"The Wolverine (2013)","Sci-Fi"
88272,"The Woman",2011,"The Woman (2011)","Horror"
92422,"The Woman in Black",2012,"The Woman in Black (2012)","Drama"
92422,"The Woman in Black",2012,"The Woman in Black (2012)","Horror"
92422,"The Woman in Black",2012,"The Woman in Black (2012)","Thriller"
